Lat,Long,Elevation,Prom,Name,Lat_dec,Long_dec,Icon
-31°59'15",-64°56'12",2770,2208,Cerro Champaquí,-31.98750,-64.93666,
0°48'24",-66°00'18",2994,2886,Pico de Neblina,0.80666,-66.00500,
10°20'18",-72°54'15",3660,2181,Cerro Pintado,10.33833,-72.90416,
-24°03'48",-65°44'45",5930,2166,Nevado de Chañi,-24.06333,-65.74583,
-21°13'15",-68°28'06",6176,2165,Cerro Aucanquilcha,-21.22083,-68.46833,
-27°45'21",-68°47'57",6795,2145,Monte Pissis,-27.75583,-68.79916,
-24°55'54",-66°23'27",6380,2146,Cerro el Libertador,-24.93166,-66.39083,
-30°25'12",-69°46'51",6280,2113,Cerro de la Majadita,-30.42000,-69.78083,
-33°44'06",-69°52'42",6108,2105,Cerro Marmolejo,-33.73500,-69.87833,
-12°22'33",-73°37'03",4150,2070,Cordillera Vilcababna Norte HP,-12.37583,-73.61750,
-13°47'27",-71°13'57",6372,2085,Nevado Auzangate,-13.79083,-71.23250,
0°01'30",-77°59'21",5790,2075,Nevado Cayembe,0.02500,-77.98916,
-31°42'27",-69°09'24",4380,2070,Cerro Pircas,-31.70750,-69.15666,
-22°25'42",-44°50'36",2798,2068,Pontan,-22.42833,-44.84333,
-45°06'21",-73°10'09",2300,2066,Cerro Macá,-45.10583,-73.16916,
-15°19'48",-73°26'51",5505,2060,Nevado Sara Sara,-15.33000,-73.44750,
-2°00'18",-78°20'27",5300,1588,Volcán Sangay,-2.00500,-78.34083,
-54°27'00",-70°50'24",2187,2040,Monte Sarmiento,-54.45000,-70.84000,
4°53'30",-75°19'24",5300,2035,Nevado del Ruiz,4.89166,-75.32333,
-10°16'08",-76°54'19",6617,2028,Cerro Yerupajá,-10.26888,-76.90527,
5°45'57",-66°11'30",2392,2026,Serrania Guanay,5.76583,-66.19166,
-21°53'15",-68°23'30",6145,2024,Volcán San Pedro,-21.88750,-68.39166,
-24°23'45",-68°14'45",6051,2015,Volcán Socompa,-24.39583,-68.24583,
-3°17'42",-78°19'30",2950,2011,Cordillera del Condor HP,-3.29500,-78.32500,
-44°25'06",-72°22'48",2300,1738,Nevado Queulat,-44.41833,-72.38000,
-18°09'57",-69°08'30",6342,1989,Cerro Parinacota,-18.16583,-69.14166,
-15°49'18",-71°52'45",6288,1997,Nevado Ampato,-15.82166,-71.87916,
-43°32'39",-72°12'12",2100,1840,Macizo Nevado,-43.54416,-72.20333,
-16°11'36",-71°31'55",6057,1963,Nevado Chachani,-16.19333,-71.53194,
-42°54'15",-71°55'15",2440,1405,Cordón de las Pirámides,-42.90416,-71.92083,
-25°33'45",-67°52'51",6440,1957,Volcán Antofalla,-25.56250,-67.88083,
-21°32'48",-68°31'21",6040,1947,Cerro Palpana,-21.54666,-68.52250,
6°27'24",-76°07'21",3950,1953,Paramo Frontino,6.45666,-76.12250,
-49°16'18",-73°02'48",3405,1951,Cerro Fitzroy,-49.27166,-73.04666,
-48°33'18",-73°08'27",3300,1945,Cerro Mellizo Sur,-48.55500,-73.14083,
0°29'27",-65°20'00",2500,1951,Serra Imeri,0.49083,-65.33333,
1°11'45",-63°48'00",2140,1950,Serra Tulu Tuloi,1.19583,-63.80000,
-41°19'48",-72°37'06",2015,1946,Volcán Calbuco,-41.33000,-72.61833,
-34°45'15",-69°58'18",5189,1936,Cerro Sosneado,-34.75416,-69.97166,
-36°30'51",-69°17'09",3838,1954,Cerro Payún,-36.51416,-69.28583,
-46°03'54",-72°12'27",2675,2088,Cordillera Castillo,-46.06500,-72.20750,
-16°38'00",-67°47'27",6438,2451,Nevado Illimani,-16.63333,-67.79083,
-29°07'48",-69°47'12",6168,1910,Cerro del Toro,-29.13000,-69.78666,
-13°12'48",-71°59'24",5818,1920,Sahuasiray,-13.21333,-71.99000,
-25°04'30",-65°51'06",5100,1917,Cerro Malcante,-25.07500,-65.85166,
-24°12'03",-68°04'00",6233,1898,Cerro Pular,-24.20083,-68.06666,
-41°06'15",-72°29'45",2661,1898,Volcán Osorno,-41.10416,-72.49583,
-51°25'03",-73°11'51",2035,1885,Cerro Balmaceda,-51.41750,-73.19750,
-50°45'36",-72°15'21",2160,1879,Cerro Pináculo,-50.76000,-72.25583,
-47°11'45",-73°28'06",3437,1900,Cerro Arenales,-47.19583,-73.46833,
2°22'42",-77°26'00",3860,1837,Cerro Napi,2.37833,-77.43333,
-49°47'00",-73°06'24",2730,1624,Cerro Norte,-49.78333,-73.10666,
-22°20'33",-42°33'36",2316,1897,Pico Maior,-22.34250,-42.56000,
3°42'54",-74°02'33",4180,1835,Saliente del Rio Guape,3.71500,-74.04250,
-6°22'27",-79°14'15",4118,1826,Cerro Mishahuanga,-6.37416,-79.23750,
1°44'48",-61°47'33",1980,1830,Serra da Mocidade,1.74666,-61.79250,
-49°45'24",-73°00'52",2636,1688,Cerro Meson,-49.75666,-73.01444,
-48°39'51",-72°41'12",2050,1748,Cerro Tres Frailes,-48.66416,-72.68666,
-24°17'24",-67°47'00",6095,1791,Cerro Aracar,-24.29000,-67.78333,
-16°17'48",-71°24'39",5822,1785,Volcán Misti,-16.29666,-71.41083,
0°21'39",-78°20'57",4944,1837,Nevado Cotacachi,0.36083,-78.34916,
-10°25'45",-75°25'09",3660,1798,Abra la Esperanza,-10.42916,-75.41916,
-37°27'48",-71°24'57",3535,1784,Sierra Velluda,-37.46333,-71.41583,
-38°41'45",-71°43'54",3125,1819,Volcán Llaima,-38.69583,-71.73166,
5°34'51",-65°14'57",2350,1790,Sierra Maigualida,5.58083,-65.24916,
-33°58'00",-70°57'57",2281,1784,Cerro Cantillana,-33.96666,-70.96583,
-26°31'48",-67°03'33",6012,1778,Cerro Laguna Blanca,-26.53000,-67.05916,
-6°01'27",-77°35'51",4010,1778,Cerro de Campanario,-6.02416,-77.59750,
-46°31'06",-72°26'18",2360,1776,Sierra de Avallanos HP,-46.51833,-72.43833,
-16°58'39",-67°20'57",5748,1768,Cerro Gigante,-16.97750,-67.34916,
8°09'57",-77°17'45",1870,1765,Cerro Tacarcuna,8.16583,-77.29583,
-0°39'48",-78°42'57",5263,1750,Iliniza Sur,-0.66333,-78.71583,
-34°17'12",-70°02'00",5180,1755,Picos de Barroso,-34.28666,-70.03333,
-51°00'27",-73°05'45",2700,2013,Cerro Paine Grande,-51.00750,-73.09583,
-19°45'12",-68°41'48",5995,1733,Alto Toroni,-19.75333,-68.69666,
-49°19'15",-73°25'00",3490,1735,Cordon Mariano Moreno,-49.32083,-73.41666,
-48°39'21",-72°55'21",2250,1732,Pascua,-48.65583,-72.92250,
-17°43'15",-69°46'21",5988,1721,Volcán Tacora,-17.72083,-69.77250,
-52°57'03",-72°35'45",1705,1705,Cerro Ladrillero,-52.95083,-72.59583,
-9°01'43",-77°39'56",6360,1645,Nevados Hunadoy,-9.02861,-77.66555,
-27°18'21",-69°07'51",6052,1701,Volcán Copiapó,-27.30583,-69.13083,
-37°08'24",-70°03'00",3980,1721,Volcán Tromen,-37.14000,-70.05000,
2°54'48",-74°51'00",3630,1704,Cordillera los Pichachos,2.91333,-74.85000,
6°39'36",-66°14'15",2080,1708,Cerro Cerbatana,6.66000,-66.23750,
-51°48'06",-73°23'03",1925,1626,Cordillera Sarmiento,-51.80166,-73.38416,
1°31'42",-62°10'27",1880,1712,Serra do Pacu,1.52833,-62.17416,
8°06'42",-74°16'21",2270,1702,Cerro San Lucas,8.11166,-74.27250,
-21°18'09",-68°10'45",5868,1686,Volcán Ollagüe,-21.30250,-68.17916,
-26°36'57",-65°43'36",4740,1688,Cumbres Calchaquies,-26.61583,-65.72666,
-24°12'24",-64°30'51",2640,1690,Cerros de Pereyra,-24.20666,-64.51416,
5°25'00",-66°22'00",2070,1686,Cero Raya,5.41666,-66.36666,
-26°37'54",-68°21'42",6414,1660,Cerro el Cóndor,-26.63166,-68.36166,
-0°29'06",-78°08'30",5704,1678,Volcán Antisana,-0.48500,-78.14166,
-16°44'30",-66°53'18",4480,1660,Cumbre Salto del Fraile,-16.74166,-66.88833,
-5°04'45",-78°42'03",2868,1662,Pt. 2868,-5.07916,-78.70083,
-44°45'21",-72°25'30",2000,1671,Cerro Elefantes,-44.75583,-72.42500,
5°22'12",-62°04'45",2675,1658,Chimata Tepuy,5.37000,-62.07916,
-9°30'57",-77°18'36",6369,1633,Huantsan,-9.51583,-77.31000,
-22°03'33",-68°13'42",5960,1653,Cerro Paniri,-22.05916,-68.22833,
-0°10'39",-78°35'57",4794,1652,Cerro Guagua Pichincha,-0.17750,-78.59916,
6°27'45",-73°26'39",3420,1658,Cordillera de los Cobardes,6.46250,-73.44416,
4°46'57",-76°29'42",2820,1659,Cerro Torra,4.78250,-76.49500,
-43°53'18",-72°11'06",2286,1645,Cerro Barros Arana,-43.88833,-72.18500,
-52°47'54",-73°05'33",1640,1605,Gran Campo Nevado,-52.79833,-73.09250,
-24°18'27",-66°44'00",6140,1635,Nevado Queva,-24.30750,-66.73333,
-49°57'39",-73°27'03",3200,1624,Cerro Roma,-49.96083,-73.45083,
-45°44'09",-72°26'57",1910,1634,Cerro Huemules,-45.73583,-72.44916,
-47°32'33",-72°56'30",1780,1622,Cordon los Nadis,-47.54250,-72.94166,
-44°41'48",-73°04'33",1620,1620,Monte Mentolat,-44.69666,-73.07583,
-32°18'15",-69°40'51",5680,1624,Cerro del Tambillo,-32.30416,-69.68083,
-19°49'57",-67°38'45",5321,1601,Cerro Tunupa,-19.83250,-67.64583,
-34°55'06",-69°59'39",4999,1602,Cerro Risco Plateado,-34.91833,-69.99416,
-47°40'30",-72°15'06",2943,1612,Cerro Penitentes,-47.67500,-72.25166,
-43°11'39",-72°47'39",2300,1475,Volcán Corcovado,-43.19416,-72.79416,
-42°09'45",-71°50'03",2230,1564,Cerro Aguja Sur,-42.16250,-71.83416,
-42°57'21",-71°39'42",2250,1610,Cerro Situación,-42.95583,-71.66166,
-23°17'33",-67°37'03",6046,1608,Cerro Pili,-23.29250,-67.61750,
-19°08'45",-68°41'54",5869,1589,Cerro Carabaya,-19.14583,-68.69833,
-21°17'33",-67°58'03",5830,1590,Cerro Tomasamil,-21.29250,-67.96750,
-11°54'21",-75°03'09",5567,1582,Cerro Jallacate,-11.90583,-75.05250,
7°06'09",-75°58'09",3730,1559,Cerro Paramillo,7.10250,-75.96916,
-50°32'06",-73°21'27",2850,1600,Cerro Pietrobelli,-50.53500,-73.35750,
-39°55'54",-72°01'48",2422,1587,Volcán Choshuenco,-39.93166,-72.03000,
-47°17'51",-73°06'42",2200,1590,Cerro Puno,-47.29750,-73.11166,
0°57'36",-63°20'24",1780,1584,Tulu Tuloi II,0.96000,-63.34000,
-5°31'57",-79°14'42",3970,1571,Cerro Bravo,-5.53250,-79.24500,
-21°26'54",-68°04'15",5900,1595,Callejón Cañapa,-21.44833,-68.07083,
-25°21'03",-67°38'48",5810,1575,Cerro Tebenquicho,-25.35083,-67.64666,
0°57'21",-77°53'12",4760,1575,Nevado de Cumbal,0.95583,-77.88666,
-35°16'21",-70°34'54",4084,1575,Volcán Peteroa,-35.27250,-70.58166,
-39°25'15",-71°56'21",2860,1575,Volcán Villarrica,-39.42083,-71.93916,
-9°27'06",-74°40'42",2450,1564,Pico Sira,-9.45166,-74.67833,
4°34'09",-64°21'24",2395,1572,Meseta del Cerro Jaua,4.56916,-64.35666,
7°42'06",-77°43'39",1730,1557,Alto de Nique,7.70166,-77.72750,
-29°35'21",-69°26'57",6122,1547,Colangüil,-29.58916,-69.44916,
-20°55'06",-66°02'09",5520,1542,Cerro Chorolque,-20.91833,-66.03583,
-1°28'12",-78°26'42",5016,1554,Volcán Tungurahua,-1.47000,-78.44500,
-0°32'27",-77°37'36",3790,1536,Volcán Sumaco,-0.54083,-77.62666,
9°31'39",-70°06'48",3560,1542,Pico el Turmal,9.52750,-70.11333,
-42°22'19",-71°46'00",2480,1799,Cerro Anexo,-42.37194,-71.76666,
-47°03'12",-73°03'57",2150,1557,Cordon Soler,-47.05333,-73.06583,
-45°50'48",-72°12'33",1995,1559,Cerro de la Paloma,-45.84666,-72.20916,
-45°11'54",-72°15'48",1830,1541,Pt. 1830,-45.19833,-72.26333,
-48°06'15",-73°22'48",1580,1534,Peninsula Videau HP,-48.10416,-73.38000,
-43°15'51",-71°44'39",2271,1544,Cerro Conico,-43.26416,-71.74416,
3°56'06",-74°06'36",4250,1532,Paramo el Nevado,3.93500,-74.11000,
-27°18'00",-68°48'30",6239,1518,Tres Quebradas ,-27.30000,-68.80833,
-14°39'12",-69°13'42",6044,1537,Chaupi Orco,-14.65333,-69.22833,
11°06'46",-74°02'02",2866,1522,Cuchilla San Lorenzo,11.11277,-74.03388,
-47°25'33",-73°11'15",2300,1527,Cerro Desfiladero,-47.42583,-73.18750,
-51°22'45",-72°50'57",1590,1539,Cerro Tenerife,-51.37916,-72.84916,
-49°19'15",-74°30'09",1520,1520,Isla Wellington HP,-49.32083,-74.50250,
-52°19'30",-73°22'48",1520,1507,Monte Burney,-52.32500,-73.38000,
-8°41'06",-77°47'27",5735,1509,Nevado Champara,-8.68500,-77.79083,
0°15'39",-78°10'51",4634,1519,Cerro Imbabura,0.26083,-78.18083,
-19°32'30",-64°39'36",4284,1519,Cerro Photulo Punta,-19.54166,-64.66000,
-38°22'51",-71°35'12",2865,1524,Volcán Lonquimay,-38.38083,-71.58666,
-26°03'57",-64°53'30",2480,1505,Cerro Castillejos,-26.06583,-64.89166,
-42°47'57",-72°26'45",2450,1518,Volcán Minchinmavida,-42.79916,-72.44583,
-44°04'16",-72°01'01",2010,1513,Tres Hermanos,-44.07111,-72.01694,
-48°28'09",-72°23'30",2200,1507,Sierra de Sangra,-48.46916,-72.39166,
10°19'21",-70°37'51",2100,1500,Cerro el Cerron,10.32250,-70.63083,
-27°02'00",-68°17'45",6621,1514,Cerro de Incahuasi,-27.03333,-68.29583,
-45°34'45",-72°19'48",1810,1507,Cerro Cuatro Puntas,-45.57916,-72.33000,
-51°38'45",-72°51'27",1538,1472,Cerro Monumento Moore,-51.64583,-72.85750,
-1°39'48",-78°24'33",5319,2072,Cerro Altar,-1.66333,-78.40916,
-33°06'12",-70°03'57",6070,1550,Nevado el Plomo,-33.10333,-70.06583,
0°02'33",-91°20'14",1707,1707,Volcán Wolf,0.04250,-91.33722,
-0°55'42",-91°24'34",1689,1668,Volcán Cerro Azul,-0.92833,-91.40944,
-0°21'13",-91°31'27",1494,1494,Volcán La Cumbre,-0.35361,-91.52416,
67°34'53",128°08'25",2409,1690,Khrebet Orulgan HP,67.58138,128.14027,
68°21'27",140°04'37",2021,1622,Khrebet Saltaga-Tas HP,68.35750,140.07694,
61°53'17",171°10'03",2453,2337,Ledyakaya,61.88805,171.16750,
65°10'32",146°00'27",3003,2443,Pik Pobeda,65.17555,146.00750,
65°17'01",141°48'04",2690,1740,Gora Chen,65.28361,141.80111,
66°35'37",144°46'35",2480,1760,Momskiy Khrebet HP,66.59361,144.77638,
65°12'53",149°04'48",2400,1510,Arga-Tas HP,65.21472,149.08000,
62°36'12",140°56'21",2959,1929,Pik Mus-Khaya,62.60333,140.93916,
61°36'00",142°50'05",2615,1545,Hakandya,61.60000,142.83472,
67°49'00",178°17'24",1887,1492,Chantalskiy Khrebet HP,67.81666,178.29000,
46°51'11",-121°45'37",4392,4026,Mt. Rainier,46.85305,-121.76027,
36°34'43",-118°17'31",4418,3072,Mt. Whitney,36.57861,-118.29194,
41°24'32",-122°11'41",4317,3006,Mt. Shasta,41.40888,-122.19472,
39°07'04",-106°26'43",4399,2771,Mt. Elbert,39.11777,-106.44527,
48°46'36",-121°48'52",3286,2707,Mt. Baker,48.77666,-121.81444,
33°48'53",-116°40'46",3304,2542,San Jacinto Peak,33.81472,-116.67944,
34°05'58",-116°49'30",3506,2528,San Gorgonio Mtn.,34.09944,-116.82500,
36°16'18",-115°41'44",3633,2513,Charleston Peak,36.27166,-115.69555,
46°12'09",-121°29'28",3742,2474,Mt. Adams,46.20250,-121.49111,
47°48'05",-123°42'39",2429,2386,Mt. Olympus,47.80138,-123.71083,
45°22'25",-121°41'45",3426,2347,Mt. Hood,45.37361,-121.69583,
38°59'09",-114°18'50",3982,2307,Wheeler Peak,38.98583,-114.31388,
48°06'43",-121°06'47",3213,2286,Glacier Peak,48.11194,-121.11305,
37°38'03",-118°15'21",4342,2193,White Mtn. Peak,37.63416,-118.25583,
43°11'04",-109°39'15",4208,2158,Gannett Peak,43.18444,-109.65416,
44°22'55",-107°10'27",4013,2157,Cloud Peak,44.38194,-107.17416,
43°44'28",-110°48'09",4197,1996,Grand Teton,43.74111,-110.80250,
45°14'42",-117°17'34",2999,1949,Sacajawea Peak,45.24500,-117.29277,
40°46'35",-110°22'22",4123,1938,Kings Peak,40.77638,-110.37277,
32°42'06",-109°52'19",3267,1932,Mt. Graham,32.70166,-109.87194,
34°21'18",-117°38'46",3068,1904,Mt. San Antonio,34.35500,-117.64611,
36°10'11",-117°05'21",3367,1886,Telescope Peak,36.16972,-117.08916,
38°26'19",-109°13'45",3877,1884,Mt. Peale,38.43861,-109.22916,
44°16'13",-71°18'12",1917,1873,Mt. Washington,44.27027,-71.30333,
35°45'53",-82°15'54",2037,1856,Mt. Mitchell,35.76472,-82.26500,
35°20'47",-111°40'41",3851,1841,Humphreys Peak,35.34638,-111.67805,
44°08'15",-113°46'52",3859,1829,Borah Peak,44.13750,-113.78111,
38°45'07",-116°55'36",3640,1790,Mt. Jefferson,38.75194,-116.92666,
38°06'32",-110°48'49",3512,1787,Mt. Ellen,38.10888,-110.81361,
40°27'34",-112°37'35",3362,1774,Deseret Peak,40.45944,-112.62638,
44°40'27",-121°47'58",3200,1767,Mt. Jefferson,44.67416,-121.79944,
41°01'16",-114°04'38",3266,1747,Pilot Peak,41.02111,-114.07722,
46°01'05",-110°16'36",3417,1744,Crazy Peak,46.01805,-110.27666,
47°22'57",-113°55'08",2993,1722,McDonald Peak,47.38250,-113.91888,
44°06'12",-121°46'09",3157,1703,South Sister,44.10333,-121.76916,
33°22'27",-105°48'31",3649,1692,Sierra Blanca Peak,33.37416,-105.80861,
38°50'28",-105°02'34",4301,1686,Pikes Peak,38.84111,-105.04277,
39°49'18",-111°45'37",3636,1679,Mt. Nebo,39.82166,-111.76027,
48°13'23",-115°41'21",2663,1657,Snowshoe Peak,48.22305,-115.68916,
39°24'47",-114°35'59",3622,1650,North Schell Peak,39.41305,-114.59972,
40°31'21",-118°10'15",2998,1645,Star Peak,40.52250,-118.17083,
36°39'28",-115°12'03",3021,1649,Hayford Peak,36.65777,-115.20083,
44°08'29",-113°04'58",3718,1642,Diamond Peak,44.14138,-113.08277,
40°22'21",-112°11'20",3237,1641,Flat Top Mtn.,40.37250,-112.18888,
47°28'30",-120°54'08",2870,1626,Mt. Stuart,47.47500,-120.90222,
37°34'39",-105°29'08",4372,1623,Blanca Peak,37.57750,-105.48555,
40°23'31",-111°38'47",3581,1609,Mt. Timpanogos,40.39194,-111.64638,
39°49'41",-113°55'11",3691,1612,Ibapah Peak,39.82805,-113.91972,
40°29'17",-121°30'17",3187,1593,Lassen Peak,40.48805,-121.50472,
48°55'29",-113°50'52",3190,1599,Mt. Cleveland,48.92472,-113.84777,
38°49'58",-117°21'11",3588,1595,Arc Dome,38.83277,-117.35305,
45°19'26",-116°32'54",2871,1597,He Devil,45.32388,-116.54833,
48°55'42",-117°27'36",2228,1576,Abercrombie Mtn.,48.92833,-117.46000,
32°26'34",-110°47'18",2791,1578,Mt. Lemmon,32.44277,-110.78833,
31°50'47",-109°17'28",2975,1570,Chiricahua Peak,31.84638,-109.29111,
41°19'12",-122°28'48",2751,1562,Mt. Eddy,41.32000,-122.48000,
31°23'34",-110°17'35",2885,1527,Miller Peak,31.39277,-110.29305,
44°06'46",-73°55'25",1629,1499,Mt. Marcy,44.11277,-73.92361,
39°16'24",-114°11'55",3678,1503,Mt. Moriah,39.27333,-114.19861,
